gene,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152,P153,P154,P155,P156,P157,P158,P159,P160,P161,P162,P163,P164,P165,P166,P167,P168,P169,P170,P171,P172,P173,P174,P175,P176,P177,P178,P179,P180,P181,P182,P183,P184,P185,P186,P187,P188,P189,P190,P191,P192,P193,P194,P195,P196,P197,P198,P199,P200,P201,P202,P203,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P218,P219,P220,P221,P222,P223,P224,P225,P226,P227,P228
C14ORF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017787784,0.0,0.0,0.0,0.0,0.0,0.0,0.050193507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016565759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023196468,0.0,0.0,0.0,0.0,0.012165189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003811585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040118169,0.0,0.0,0.0,0.044263955,0.121173054,0.048564523,0.0,0.50377506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942608833,0.0,0.0,0.033416733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203677207,0.12977013,0.0,0.096489049,0.0,0.148239657,0.0,0.0,0.0,0.0,0.0,0.180651173,0.0,0.0,0.0,0.0,0.0,0.0,0.127088979,0.070413753
ACAD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099537529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017196001,0.0
ACIN1,0.231417745,0.0,0.0,0.0,0.0,0.0,0.112706035,0.0,0.0,0.0,0.0,0.011450638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10053578,0.0,0.0,0.0,0.0,0.010503632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008707162,0.0,0.0,0.0,0.0,0.0,0.0,0.026504552,0.37722832,0.0,0.0,0.0,0.042611413,0.070845902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.885084748,0.073017038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117053479,0.0,0.0,0.0,0.042626269,0.0,0.0,0.0,0.0,0.0,0.0,0.034977224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021733992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037425488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010272372,0.017539645,0.0,0.0,0.0,0.003791256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042079773,0.083410852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070433117,0.0,0.0,0.0,0.0,0.017335515
MYH2,0.0,0.0,0.170876637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023098318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1026472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.395890117,0.0,0.0,0.97691828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689863682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGA11,0.0,6.31e-07,0.000338579,0.0,0.0,0.00027761,0.0,0.000482846,2.84e-05,0.000322693,0.000373686,0.000657244,0.000360814,0.000138692,0.0,0.0,0.0,0.0,0.0,0.0,0.001204088,0.000415661,0.005882747,0.217642441,0.001061581,0.0,0.0,0.000302566,0.00042181,0.0,0.000342327,0.0,0.001677464,0.000928905,0.001765096,0.001581161,0.000616016,0.0,0.0,0.000515072,0.000923643,0.001097501,0.000369604,0.0,0.0,0.001089752,0.000826854,0.000227111,0.000437469,0.001127966,0.001301324,0.001234899,0.001442443,0.001465185,0.000880701,0.000739195,0.00139029,0.001706408,0.0,0.001379086,0.000663047,0.0,0.0,0.000958143,0.001538319,0.001584362,0.001920888,0.001714331,0.0,0.000159539,0.000862081,0.0,0.000603798,0.000694792,0.000289988,0.0,0.0,0.000873645,0.0,0.000874605,0.00103101,0.001159031,0.000658085,0.0,0.0,0.001020326,0.0,0.001650214,0.000413514,0.0,0.0,0.0,0.001105945,0.001509801,0.001080428,0.001582362,0.0,0.001105424,0.00070773,0.001180299,0.000661846,0.011431224,0.000656818,0.001099622,0.0,0.001445244,0.000847115,0.0,0.001324399,0.00011751,0.001607304,0.0,0.001612773,0.002229736,0.001043868,0.0,0.0,0.0,0.000810675,0.000780263,0.000253241,0.000632829,0.000215727,0.001148467,0.018805832,0.002085082,0.0,0.000378714,0.001182773,0.000849256,0.0,0.0,0.001277182,0.001516737,0.000624245,0.0,0.00078093,0.001438175,0.0,0.000185309,0.000632842,0.001571744,0.000765231,1.0,0.000778083,0.001858864,0.000798617,0.000968613,0.000692117,0.000928545,2.73e-05,0.0,0.0,0.000991088,0.000823039,0.0,0.00103077,0.0,0.001439509,0.000855025,0.0,0.000944765,0.0,0.0,0.000262671,0.000841766,0.0,0.001217159,0.012441999,0.003539489,0.003200964,0.00170334,0.003086654,0.001632247,0.001600235,0.000861013,0.000849296,0.000556274,0.0,0.001293854,0.0,0.003357182,0.0,0.000594915,0.0,0.001390424,0.0,0.001592299,0.001556232,0.0,0.0,0.0,0.0,0.0,0.0,0.001340538,0.0,0.0,0.000350717,0.001590498,0.001417234,0.000985593,0.000365363,0.000347663,0.00032402,0.000814436,0.001910764,0.00571243,0.001264277,0.001163606,0.003271123,0.000555086,0.001655989,0.001162886,0.001916486,0.001749891,0.000863788,0.000270247,0.001228097,0.002054804,0.000776315,0.000757788,0.0,0.000855638,0.000659885,0.0,0.003115665,0.005158758
NUP50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082082756,0.048640091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054307126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682717323,0.0,0.0,0.265892416,0.339581758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057435308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047717411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086529478,0.0,0.075326361,0.0,0.05381662
INTS6,0.0,0.0,0.0,0.0,0.0,0.035388026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002822032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001114478,0.0,0.0,0.0,0.0,0.005938239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078483306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017691802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000199166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00323958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054608498,0.0,0.0,0.0,0.000749848,0.009474739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05021723,0.0,0.0,0.0,0.0,1.0,0.0,0.063654102,0.003860565,0.001639844,0.00319444,0.013688649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003501577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00137312,0.0,0.0,0.0,0.0,0.0,0.000486936,0.0,0.001938144
RAB21,0.055652235,0.0,0.0,0.0,0.114249207,0.0,0.014640343,0.0,0.0,0.0,0.0,0.024477987,0.052925877,0.0,0.0,0.0,0.0,0.244938016,0.0,0.0,0.0,0.01900645,0.021310074,0.0,0.077796817,0.0,0.0,0.0,0.0,0.0,0.0,0.030476656,0.032708399,0.0,0.05162517,0.052075282,0.0,0.0,0.0,0.020911304,0.034731347,0.043150019,0.0,0.0,0.0,0.009199954,0.104151592,0.0,0.0,0.0,0.037149638,0.01272522,0.673710108,0.0,0.0,0.0,0.108296745,0.0,0.078657679,0.026776478,0.0,0.559547186,0.0,0.014755183,0.032746907,0.0,0.0,0.03390719,0.0,0.0,0.047491994,0.050961122,0.044336058,0.0,0.0,0.0,0.0,0.258835077,0.050659906,0.050461374,0.0,0.050719805,0.089208834,0.0,0.0,0.0,0.0,0.071987525,0.0,0.0,0.0,0.0,0.021316921,0.0,0.0,0.059817072,0.0,0.111953281,0.019766338,0.042369593,1.0,0.18745178,0.0388765,0.0,0.0,0.016904777,0.0,0.0,0.0,0.0,0.085512079,0.015811153,0.036315303,0.038665991,0.043844014,0.0,0.0,0.0,0.029831436,0.001688869,0.0,0.0,0.0,0.0,0.045898624,0.049595378,0.0,0.0,0.03807896,0.033748113,0.0,0.0,0.051221263,0.001339389,0.046574648,0.000705122,0.033553861,0.0,0.0,0.0,0.081447363,0.0,0.063615657,0.0,0.012037897,0.028058361,0.00460417,0.0,0.0,0.023617122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030337172,0.069922388,0.0,0.0,0.050074585,0.080453001,0.084627256,0.046020135,0.050767727,0.0,0.048633534,0.085121863,0.026141526,0.0,0.0,0.0,0.051192168,0.028191855,0.03289837,0.0,0.0,0.0,0.0,0.044897418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020351658,0.0,0.022138422,0.0,0.0,0.048979253,0.021742305,0.395551652,0.0,0.05155243,0.032393489,0.064382389,0.05283346,0.0,0.022304432,0.0,0.050117373,0.0,0.0,0.0,0.0,0.026615601,0.040562291,0.010430665,0.0,0.0,0.040589672,0.0,0.0,0.040002644,0.069309689
RAB22A,0.502065897,0.0,0.639728725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082856476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079219088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.537918985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.870955288,0.0,0.668170691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277018785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052814927,0.098600596,0.11083959,0.0,0.0,0.0,0.228434816,0.0,0.0,0.0,0.766834915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.470528036,0.159812108,0.0,0.0,0.0,0.0,0.0,0.242628902,0.0,0.0,0.0,0.0,0.783327162,0.0,0.164780453,0.071001887,0.0,0.0,0.0,0.0,0.0,0.100291155,0.23385784
PNMA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.790906191,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317327917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36913839,0.0,0.0,0.0,0.0,0.471401364,0.855226934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.450537235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348315448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496586442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405599147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.395064205,0.170044571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.480413675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235723317,0.0,0.0,0.0,0.264982462,0.370002598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAOK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.230935827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314615369,0.0,0.0,0.0,0.0
RAB23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06671001,0.081860416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.823498487,0.0,0.0,0.0,0.0,0.032127049,0.0,0.0,0.0,0.0,0.0,0.127193302,0.14088273,0.0,0.0,0.0,0.0,0.0,0.066100776,0.0,0.001328035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304688305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141028821,0.0,0.145718589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115315497,0.073557645,0.058939032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117726125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181118235,0.0,0.087556794,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181147456,0.282437503,0.085946791,0.069009602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210206434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127660811,0.0,0.227650598,0.0,0.0,0.0,0.0,0.0,0.297544092,0.110611133,0.226671726
SLC39A10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384628624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162863523,0.0,0.0,0.0,0.09819337,0.0,0.0,0.0,0.0,0.043966599,0.086345315,0.0,0.0,0.0,0.0,0.0,0.0,0.114527464,0.001510155
